Comp_Name,Job_Title,Location,Skill_Name
Perfect Presentation,Quality Control Engineer," 
6th of October, Giza",agile
AGA,Electrical Engineer," 
Aga, Dakahlia",electrical engineering
AGA,Electrical Engineer," 
Aga, Dakahlia",communication
Safa Soft,Scrum Master," 
Maadi, Cairo",agile
Safa Soft,Scrum Master," 
Maadi, Cairo",computer science
Safa Soft,Scrum Master," 
Maadi, Cairo",engineering
Safa Soft,Scrum Master," 
Maadi, Cairo",information technology (it)
Safa Soft,Scrum Master," 
Maadi, Cairo",project management
Safa Soft,Scrum Master," 
Maadi, Cairo",scrum
Safa Soft,Scrum Master," 
Maadi, Cairo",scrum master
Safa Soft,Scrum Master," 
Maadi, Cairo",software development
Safa Soft,Scrum Master," 
Maadi, Cairo",management
Safa Soft,Scrum Master," 
Maadi, Cairo",software
Confidential Company,Network Engineer,"Cairo, Egypt",ccna
Confidential Company,Network Engineer,"Cairo, Egypt",networking
Confidential Company,Network Engineer,"Cairo, Egypt",engineering
Confidential Company,Network Engineer,"Cairo, Egypt",fortigate
Confidential Company,Network Engineer,"Cairo, Egypt",information technology (it)
Confidential Company,Network Engineer,"Cairo, Egypt",juniper
Confidential Company,Network Engineer,"Cairo, Egypt",mcsa
Confidential Company,Network Engineer,"Cairo, Egypt",palo alto
Confidential Company,Network Engineer,"Cairo, Egypt",sophos
Confidential Company,IT Help Desk Technician,"Cairo, Egypt",help desk
Confidential Company,IT Help Desk Technician,"Cairo, Egypt",information technology (it)
Confidential Company,IT Help Desk Technician,"Cairo, Egypt",it
Confidential Company,IT Help Desk Technician,"Cairo, Egypt",technical
Confidential Company,IT Help Desk Technician,"Cairo, Egypt",communication
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",engineering
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",computer science
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",information technology (it)
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",oracle
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",sql
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",asp.net
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",mvc
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",html5
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",css
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",ajax
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",jquery
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",javascript
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",xml
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",angularjs
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",web development
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",web design
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",.net
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",angular 6
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",html
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",css3
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",wireframes
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",visual design
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",git
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",vsts
ICIS,Full Stack Team Lead .Net & Angular," 
New Cairo, Cairo",c#
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",engineering
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",computer science
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",information technology (it)
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",oracle
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",sql
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",asp.net
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",mvc
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",html5
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",css
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",ajax
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",jquery
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",javascript
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",xml
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",angularjs
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",web development
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",web design
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",.net
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",angular 6
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",html
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",css3
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",wireframes
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",visual design
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",git
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",vsts
ICIS,Senior Full Stack Developer .Net + Angular," 
New Cairo, Cairo",c#
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",senior search engine optimization
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",marketing
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",search engine
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",search engine optimization
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",optimization
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",seo
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",social media
PETC,Senior SEO / Senior Search Engine Optimization," 
Mohandessin, Giza",search
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",.net
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",c#
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",computer science
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",software development
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",software engineering
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",amazon web services
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",asp.net
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",mvc
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",microservice architecture
Confidential Company,Senior Backend Software Engineer - (.Net),"Cairo, Egypt",aws
Holix,Python Web Developer - Graduate Position," 
Cairo, Egypt",python
Holix,Python Web Developer - Graduate Position," 
Cairo, Egypt",software development
Holix,Python Web Developer - Graduate Position," 
Cairo, Egypt",software
Holix,Python Web Developer - Graduate Position," 
Cairo, Egypt",css
Holix,Python Web Developer - Graduate Position," 
Cairo, Egypt",web development
BDO Esnad,IT Voice Administrator," 
Maadi, Cairo",ccna
BDO Esnad,IT Voice Administrator," 
Maadi, Cairo",cisco
BDO Esnad,IT Voice Administrator," 
Maadi, Cairo",ccnp
BDO Esnad,IT Voice Administrator," 
Maadi, Cairo",voice
The Address Investments for Real Estate Consultancy,Senior SEO Specialist," 
New Cairo, Cairo",e-marketing
The Address Investments for Real Estate Consultancy,Senior SEO Specialist," 
New Cairo, Cairo",marketing
The Address Investments for Real Estate Consultancy,Senior SEO Specialist," 
New Cairo, Cairo",senior
The Address Investments for Real Estate Consultancy,Senior SEO Specialist," 
New Cairo, Cairo",seo specialist
The Address Investments for Real Estate Consultancy,Senior SEO Specialist," 
New Cairo, Cairo",seo
The Address Investments for Real Estate Consultancy,Senior SEO Specialist," 
New Cairo, Cairo",social media
The Address Investments for Real Estate Consultancy,Senior SEO Specialist," 
New Cairo, Cairo",specialist
Confidential Company,UI UX Designer,"Cairo, Egypt",figma
Confidential Company,UI UX Designer,"Cairo, Egypt",information technology (it)
Confidential Company,UI UX Designer,"Cairo, Egypt",ui
Confidential Company,UI UX Designer,"Cairo, Egypt",computer science
Confidential Company,UI UX Designer,"Cairo, Egypt",design
ACT Advanced Computer Technology,Network & Security Senior Specialist," 
Cairo, Egypt",ccnp
ACT Advanced Computer Technology,Network & Security Senior Specialist," 
Cairo, Egypt",cisco
ACT Advanced Computer Technology,Network & Security Senior Specialist," 
Cairo, Egypt",computer science
ACT Advanced Computer Technology,Network & Security Senior Specialist," 
Cairo, Egypt",engineering
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",communication
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",configuring
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",customer support
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",computer science
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",information technology (it)
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",hardware
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",networks
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",software
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",technical support
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",testing
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",technical
Confidential Company,IT Technical Support Specialist,"Cairo, Egypt",microsoft office
intella,Backend Developer," 
Dokki, Giza",backend
intella,Backend Developer," 
Dokki, Giza",computer science
intella,Backend Developer," 
Dokki, Giza",engineer
intella,Backend Developer," 
Dokki, Giza",software
intella,Backend Developer," 
Dokki, Giza",software development
intella,Backend Developer," 
Dokki, Giza",software engineering
intella,Backend Developer," 
Dokki, Giza",software engineer
intella,Backend Developer," 
Dokki, Giza",information technology (it)
intella,Backend Developer," 
Dokki, Giza",agile
intella,Backend Developer," 
Dokki, Giza",python
intella,Backend Developer," 
Dokki, Giza",rest
intella,Backend Developer," 
Dokki, Giza",mysql
Algoriza,Technical SME Engineer," 
Giza, Egypt",zatca
Algoriza,Technical SME Engineer," 
Giza, Egypt",xml
Asset Technology Group,.Net Technical Lead," 
Sheraton, Cairo",devops
Asset Technology Group,.Net Technical Lead," 
Sheraton, Cairo",.net
Asset Technology Group,.Net Technical Lead," 
Sheraton, Cairo",docker
Asset Technology Group,.Net Technical Lead," 
Sheraton, Cairo",asp.net core
Asset Technology Group,Sr. Java Developer," 
Sheraton, Cairo",java
Asset Technology Group,Sr. Java Developer," 
Sheraton, Cairo",angular 5
Asset Technology Group,Sr. Java Developer," 
Sheraton, Cairo",hibernate
Asset Technology Group,Sr. Java Developer," 
Sheraton, Cairo",coding
Asset Technology Group,Sr. Java Developer," 
Sheraton, Cairo",programming
Asset Technology Group,Sr. Java Developer," 
Sheraton, Cairo",web development
Asset Technology Group,Sr. Java Developer," 
Sheraton, Cairo",spring boot
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",architecture
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",design
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",engineering
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",3d max
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",interior design
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",project management
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",revit
Itqanconstruction,Interior Designer," 
New Cairo, Cairo",autocad
Kgroup,Senior System and Network Administrator," 
Cairo, Egypt",information technology (it)
Kgroup,Senior System and Network Administrator," 
Cairo, Egypt",computer science
Kgroup,Senior System and Network Administrator," 
Cairo, Egypt",engineering
Kgroup,Senior System and Network Administrator," 
Cairo, Egypt",english
Kgroup,Senior System and Network Administrator," 
Cairo, Egypt",computer
Kgroup,Senior System and Network Administrator," 
Cairo, Egypt",administration
Kgroup,IT Help Desk," 
Cairo, Egypt",it
Kgroup,IT Help Desk," 
Cairo, Egypt",information technology (it)
Kgroup,IT Help Desk," 
Cairo, Egypt",computer
Kgroup,IT Help Desk," 
Cairo, Egypt",english
Kgroup,IT Help Desk," 
Cairo, Egypt",help desk
Kgroup,IT Help Desk," 
Cairo, Egypt",technical
Kgroup,IT Help Desk," 
Cairo, Egypt",technical issues
Kgroup,IT Help Desk," 
Cairo, Egypt",computer science
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",.net
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",json
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",programming
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",sql
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",testing
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",asp.net
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",apis
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",design
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",computer science
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",developer
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",information technology (it)
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",software development
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",back end
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",back-end development
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",.net development
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",microsoft sql
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",c#
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",software engineering
Zewail City,Senior Backend Developer - Part Time," 
6th of October, Giza",part time
Technotown,Odoo Developer," 
Cairo, Egypt",odoo
Technotown,Odoo Developer," 
Cairo, Egypt",information technology (it)
Technotown,Odoo Developer," 
Cairo, Egypt",computer science
Technotown,Odoo Developer," 
Cairo, Egypt",python
Technotown,Odoo Developer," 
Cairo, Egypt",html
Technotown,Odoo Developer," 
Cairo, Egypt",postgresql
Technotown,Odoo Developer," 
Cairo, Egypt",software development
Technotown,Odoo Developer," 
Cairo, Egypt",javascript
Technotown,Odoo Developer," 
Cairo, Egypt",software engineering
Technotown,Odoo Developer," 
Cairo, Egypt",xml
Technotown,Odoo Developer," 
Cairo, Egypt",css
Technotown,Odoo Developer," 
Cairo, Egypt",linux
Technotown,Odoo Developer," 
Cairo, Egypt",erp
Technotown,Odoo Developer," 
Cairo, Egypt",jquery
Technotown,Odoo Developer," 
Cairo, Egypt",engineering
Technotown,Odoo Developer," 
Cairo, Egypt",openerp
Technotown,Odoo Developer," 
Cairo, Egypt",html5
Technotown,Odoo Developer," 
Cairo, Egypt",programming
Technotown,Odoo Developer," 
Cairo, Egypt",css3
Kgroup,IT Operations Manager," 
Cairo, Egypt",communication
Kgroup,IT Operations Manager," 
Cairo, Egypt",computer science
Kgroup,IT Operations Manager," 
Cairo, Egypt",engineering
Kgroup,IT Operations Manager," 
Cairo, Egypt",sap
Kgroup,IT Operations Manager," 
Cairo, Egypt",management
Kgroup,IT Operations Manager," 
Cairo, Egypt",information technology (it)
Kgroup,IT Operations Manager," 
Cairo, Egypt",english
Kgroup,IT Operations Manager," 
Cairo, Egypt",it
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",apis
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",computer science
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",design
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",engineering
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",information technology (it)
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",php
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",laravel
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",software
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",software development
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",software engineering
Safa Soft,Senior PHP Developer (Laravel)," 
Maadi, Cairo",sql
Smart Cards application,Senior Database Administrator," 
6th of October, Giza",oracle
Smart Cards application,Senior Database Administrator," 
6th of October, Giza",rac
Smart Cards application,Senior Database Administrator," 
6th of October, Giza",rman
Smart Cards application,Senior Database Administrator," 
6th of October, Giza",linux
Smart Cards application,Senior Database Administrator," 
6th of October, Giza",sql
Smart Cards application,Senior Database Administrator," 
6th of October, Giza",computer science
Smart Cards application,Senior Database Administrator," 
6th of October, Giza",information technology (it)
Cepack,Technical Support Specialist-Cairo," 
Cairo, Egypt",information technology
Cepack,Technical Support Specialist-Cairo," 
Cairo, Egypt",computer science
Cepack,Technical Support Specialist-Cairo," 
Cairo, Egypt",customer service
Cepack,Technical Support Specialist-Cairo," 
Cairo, Egypt",technical support
Cepack,Technical Support Specialist," 
Bourj Alarab, Alexandria",information technology
Cepack,Technical Support Specialist," 
Bourj Alarab, Alexandria",computer science
Cepack,Technical Support Specialist," 
Bourj Alarab, Alexandria",customer service
Cepack,Technical Support Specialist," 
Bourj Alarab, Alexandria",technical support
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",computer science
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",development
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",information technology (it)
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",angular
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",frontend
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",html
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",javascript
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",software development
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",css
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",scrum
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",rest
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",agile
Informatique Education,Senior Front End Developer," 
Cairo, Egypt",typescript
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",node js
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",software development
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",troubleshooting
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",information technology (it)
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",computer science
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",english
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",database
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",engineering
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",javascript
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",html
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",node.js
3D Diagnostix,Senior Back-End Developer (Node Js)," 
Maadi, Cairo",js
Confidential Company,IT Help Desk,"Cairo, Egypt",mcsa
Confidential Company,IT Help Desk,"Cairo, Egypt",help desk
Confidential Company,IT Help Desk,"Cairo, Egypt",it
Confidential Company,IT Help Desk,"Cairo, Egypt",microsoft office 365
conveyou,Junior Application tester and quality control," 
Cairo, Egypt",quality control
conveyou,Junior Application tester and quality control," 
Cairo, Egypt",software testing
conveyou,Junior Application tester and quality control," 
Cairo, Egypt",testing
conveyou,Junior Application tester and quality control," 
Cairo, Egypt",information technology (it)
etmana,Senior Front End Developer Angular," 
Katameya, Cairo",angular
etmana,Senior Front End Developer Angular," 
Katameya, Cairo",information technology (it)
etmana,Senior Front End Developer Angular," 
Katameya, Cairo",fashion
etmana,Senior Front End Developer Angular," 
Katameya, Cairo",front-end
etmana,Senior Front End Developer Angular," 
Katameya, Cairo",software development
etmana,Senior Front End Developer Angular," 
Katameya, Cairo",e-commerce
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",computer science
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",information technology (it)
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",cloud
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",engineering
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",azure
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",telecommunication
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",computer engineering
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",itil
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",acs
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",architect
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",azure active directory
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",design
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",hyper-v
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",itsm
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",infrastructure
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",linux
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",api
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",aws
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",amazon rds
VAS Integrated Solutions,Cloud Architect," 
Cairo, Egypt",architecture
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",engineering
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",information technology (it)
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",computer science
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",software engineering
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",software development
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",computer engineering
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",mechanical engineering
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",electrical engineering
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",quality control
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",civil engineering
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",quality assurance
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",software testing
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",autocad
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",sales
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",sql
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",architecture
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",construction
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",sales skills
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",testing
Raya Holding for Financial Investments,Senior Engineer (Customer Services)," 
Cairo, Egypt",software
Olivery,Technical Support Engineer," 
Cairo, Egypt",technical support
Olivery,Technical Support Engineer," 
Cairo, Egypt",technical office engineering
Olivery,Technical Support Engineer," 
Cairo, Egypt",logistics
Olivery,Technical Support Engineer," 
Cairo, Egypt",ecommerce
Olivery,Technical Support Engineer," 
Cairo, Egypt",supply chain
Confidential Company,Second Line Support and Network & Data Engineer.,"Cairo, Egypt",ccnp
Confidential Company,Second Line Support and Network & Data Engineer.,"Cairo, Egypt",cisco
Confidential Company,Second Line Support and Network & Data Engineer.,"Cairo, Egypt",dhcp
Confidential Company,Second Line Support and Network & Data Engineer.,"Cairo, Egypt",engineering
Confidential Company,Second Line Support and Network & Data Engineer.,"Cairo, Egypt",information technology (it)
Confidential Company,Second Line Support and Systems & Security Engineer.,"Cairo, Egypt",security engineering
Confidential Company,Second Line Support and Systems & Security Engineer.,"Cairo, Egypt",network security
3S Software,Business Analyst," 
Nasr City, Cairo",information technology (it)
3S Software,Business Analyst," 
Nasr City, Cairo",computer science
3S Software,Business Analyst," 
Nasr City, Cairo",software
3S Software,Business Analyst," 
Nasr City, Cairo",web development
3S Software,Business Analyst," 
Nasr City, Cairo",business analysis
3S Software,Business Analyst," 
Nasr City, Cairo",agile
3S Software,Business Analyst," 
Nasr City, Cairo",scrum
3S Software,Business Analyst," 
Nasr City, Cairo",backlog
3S Software,Business Analyst," 
Nasr City, Cairo",microsoft office suite
3S Software,Business Analyst," 
Nasr City, Cairo",microsoft visio
3S Software,Business Analyst," 
Nasr City, Cairo",designing tools
3S Software,Business Analyst," 
Nasr City, Cairo",software development
3S Software,Business Analyst," 
Nasr City, Cairo",communication skills
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",computer science
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",troubleshooting
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",microsoft office
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",wan
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",comptia a+
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",repair
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",microsoft
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",mcse
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",information technology (it)
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",technical support
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",help desk
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",networking
Confidential Company,Help Desk Engineer.,"Cairo, Egypt",it
Alexandria Business Association- SMEs Project,Information & Network security Engineer," 
Mahta Alraml, Alexandria",network
Alexandria Business Association- SMEs Project,Information & Network security Engineer," 
Mahta Alraml, Alexandria",network security
Alexandria Business Association- SMEs Project,Information & Network security Engineer," 
Mahta Alraml, Alexandria",security engineer
Alexandria Business Association- SMEs Project,Information & Network security Engineer," 
Mahta Alraml, Alexandria",information technology (it)
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",information technology (it)
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",cisco firewall
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",network security
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",social networking sites
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",sophos utm
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",vmware
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",esxi
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",firewall
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",system admin
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan," 
10th of Ramadan City, Sharqia",system administration
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Drafter," 
Alexandria, Egypt",autocad
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Drafter," 
Alexandria, Egypt",drafter
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Drafter," 
Alexandria, Egypt",3d
